year,month,day,deforestation_area_ha
2020,12,4,2871.382336328561
2020,12,6,0.0
2020,12,7,0.0
2020,12,8,117.03234816408684
2020,12,9,0.0
2020,12,10,0.0
2020,12,11,1.5116562776758684
2020,12,13,5074.104168186718
2020,12,14,0.0
2020,12,15,5802.614366443188
2020,12,16,0.0
2020,12,17,0.0
2020,12,18,1993.2828980466215
2020,12,19,0.0
2020,12,20,73.38734124792742
2020,12,22,251.56056863732755
2020,12,24,387.9988890946419
2020,12,28,0.0
2020,12,30,1405.4928387784482
2021,1,1,0.0
2021,1,2,21.51797996018979
2021,1,4,0.0
2021,1,7,163.54395646923018
2021,1,8,1392.962278269818
2021,1,9,523.6533026248635
2021,1,10,0.0
2021,1,11,311.12533585015495
2021,1,12,0.0
2021,1,13,160.63532851868578
2021,1,16,623.9998732123959
2021,1,18,0.0
2021,1,20,18.863157291365127
2021,1,21,229.29518165938524
2021,1,23,0.0
2021,1,24,671.2616155910426
2021,1,25,2577.023085903911
2021,1,26,0.0
2021,1,27,199.59098905947593
2021,1,28,496.5710380457688
2021,1,31,2236.749153867119
2021,2,1,0.0
2021,2,2,2526.423826855059
2021,2,3,0.0
2021,2,4,0.0
2021,2,6,0.0
2021,2,7,376.78002816514766
2021,2,8,0.0
2021,2,10,390.1435676104296
2021,2,11,0.0
2021,2,12,3.824520231025531
2021,2,15,0.0
2021,2,18,10.984293642719015
2021,2,19,2050.2776579462034
2021,2,22,0.0
2021,2,23,0.0
2021,2,24,997.8184924357723
2021,2,25,0.0
2021,2,28,0.0
2021,3,4,3901.6303138474555
2021,3,8,0.0
2021,3,9,0.0
2021,3,10,0.0
2021,3,11,23.817857479749676
2021,3,12,197.64414215505505
2021,3,13,0.0
2021,3,15,6956.839243925571
2021,3,17,0.0
2021,3,20,0.0
2021,3,21,0.0
2021,3,24,6961.310048470405
2021,3,25,0.0
2021,3,26,4417.849051859952
2021,3,28,0.0
2021,3,29,5488.323262133609
2021,3,30,0.0
2021,3,31,0.0
2021,4,1,0.0
2021,4,3,0.0
2021,4,4,8784.155577167152
2021,4,5,0.0
2021,4,7,5672.011236423309
2021,4,8,1946.522551191414
2021,4,9,0.0
2021,4,10,1512.4380939546738
2021,4,11,0.0
2021,4,12,2329.291258433872
2021,4,13,5340.753151189041
2021,4,14,0.0
2021,4,15,3062.1436209312105
2021,4,16,742.2843815090496
2021,4,17,0.0
2021,4,18,0.0
2021,4,19,416.5914681899625
2021,4,20,0.0
2021,4,21,3288.220842098797
2021,4,22,0.0
2021,4,24,9565.477161476838
2021,4,25,0.0
2021,4,26,0.0
2021,4,27,2148.63767760083
2021,4,28,515.6709995046599
2021,4,29,0.0
2021,5,2,0.0
2021,5,3,7426.265290261434
2021,5,4,0.0
2021,5,5,5706.471910415764
2021,5,6,10105.545716018685
2021,5,7,0.0
2021,5,8,0.0
2021,5,9,2020.034039841102
2021,5,10,626.1522691869409
2021,5,11,13325.580746093348
2021,5,12,0.0
2021,5,13,0.0
2021,5,14,4599.0884982507705
2021,5,15,0.0
2021,5,16,0.0
2021,5,17,0.0
2021,5,18,11977.710966859477
2021,5,19,0.0
2021,5,20,8455.002922325028
2021,5,21,0.0
2021,5,22,1328.8178286174152
2021,5,23,0.0
2021,5,24,0.0
2021,5,25,1973.6380927899029
2021,5,26,28190.070278998763
2021,5,27,0.0
2021,5,28,3570.0030128013623
2021,5,29,6151.3568569807685
2021,5,30,0.0
2021,5,31,9338.74925035986
2021,6,1,19398.02209666701
2021,6,2,0.0
2021,6,3,23655.352639087607
2021,6,4,0.0
2021,6,5,0.0
2021,6,6,1098.3301221846095
2021,6,7,7409.378878218256
2021,6,8,0.0
2021,6,9,2551.555051891152
2021,6,10,2913.141880443592
2021,6,11,0.0
2021,6,12,0.0
2021,6,13,5101.157073807812
2021,6,14,0.0
2021,6,15,5493.936837282449
2021,6,16,0.0
2021,6,17,6017.771243389964
2021,6,18,0.0
2021,6,19,0.0
2021,6,20,0.0
2021,6,21,14515.497481095901
2021,6,22,0.0
2021,6,24,0.0
2021,6,25,0.0
2021,6,26,14064.849910791878
2021,6,27,0.0
2021,6,28,0.0
2021,6,29,0.0
2021,6,30,16104.177918299343
2021,7,1,0.0
2021,7,2,8918.822870095597
2021,7,4,0.0
2021,7,5,1604.7927896161636
2021,7,6,4069.043195083189
2021,7,7,6520.849187831769
2021,7,8,0.0
2021,7,9,0.0
2021,7,10,2831.7335688177277
2021,7,11,1498.816939726571
2021,7,12,0.0
2021,7,13,3560.5193279220803
2021,7,14,1386.596433105442
2021,7,16,0.0
2021,7,17,1587.875466583293
2021,7,18,0.0
2021,7,19,13394.442709468945
2021,7,20,0.0
2021,7,21,9185.700656163464
2021,7,22,0.0
2021,7,23,3415.7893791380448
2021,7,24,0.0
2021,7,25,0.0
2021,7,26,27917.35445778634
2021,7,27,0.0
2021,7,28,0.0
2021,7,29,4073.89549329476
2021,7,30,0.0
2021,7,31,12843.518617748283
2021,8,1,0.0
2021,8,2,7018.621265624427
2021,8,3,3384.014917874587
2021,8,4,0.0
2021,8,5,4090.8766872613783
2021,8,6,3816.7151784151483
2021,8,7,0.0
2021,8,8,0.0
2021,8,9,5614.280886018692
2021,8,10,0.0
2021,8,11,10797.678847656636
2021,8,12,0.0
2021,8,13,0.0
2021,8,14,1241.6370316070534
2021,8,15,3825.1620950193055
2021,8,16,0.0
2021,8,17,0.0
2021,8,18,27112.30935913979
2021,8,19,0.0
2021,8,20,4913.928927450603
2021,8,21,31500.793336868686
2021,8,22,0.0
2021,8,23,5986.050394997235
